name,thumb,price,images,main_image,cpu_tech,cpu_cores,cpu_threads,cpu_speed,npu,ai_tops,gpu,gpu_cores,gpu_tgp,ram,ram_type,ram_bus,ram_max,storage,screen_size,screen_resolution,panel_type,refresh_rate,screen_tech,color_gamut,touch_screen,ports,wireless,webcam,keyboard_backlight,security,audio_tech,cooling,other_features,card_reader,battery,os,release_date,dimensions,material,brand,phanloai
"Asus Vivobook 14 X1404VA - EB155WS (Core 5 120U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339683/asus-vivobook-14-x1404va-core-5-eb155ws-638895760599785280-600x600.jpg,15490000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339683/asus-vivobook-14-x1404va-core-5-eb155ws-1-638864629514746892-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339683/asus-vivobook-14-x1404va-core-5-eb155ws-2-638864629462514317-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339683/asus-vivobook-14-x1404va-core-5-eb155ws-3-638864629451677098-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339683/asus-vivobook-14-x1404va-core-5-eb155ws-4-638864629527815021-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339683/asus-vivobook-14-x1404va-core-5-eb155ws-5-638864629521368512-750x500.jpg,,Intel Core 5 Raptor Lake - 120U,10,12,1.40 GHz (Lên đến 5.00 GHz khi tải nặng),,,Card tích hợp - Intel Graphics,,,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,24 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",Full HD (1920 x 1080),IPS,60Hz,Chống chói Anti Glare | LED Backlit | 250 nits,45% NTSC,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | USB Type-C,Bluetooth 5.2 | Wi-Fi 6 (802.11ax),HD webcam,Không có đèn,Công tắc khoá camera | Bảo mật vân tay,SonicMaster audio,Hãng không công bố,Độ bền chuẩn quân đội MIL STD 810H | Bản lề mở 180 độ,,"3-cell, 42Wh",Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,2025,Dài 324.9 mm - Rộng 213.9 mm - Dày 17.9 mm - 1.4 kg,Vỏ nhựa,Asus,laptop
"Asus TUF Gaming A15 FA507NUR - LP057W (R7 7435HS, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327872/asus-fa507nur-r7-lp057w-170225-111046-401-600x600.jpg,24690000.0,https://cdn.tgdd.vn/Products/Images/44/327872/asus-fa507nur-r7-lp057w-1-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/327872/asus-fa507nur-r7-lp057w-2-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/327872/asus-fa507nur-r7-lp057w-3-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/327872/asus-fa507nur-r7-lp057w-4-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/327872/asus-fa507nur-r7-lp057w-5-750x500.jpg,https://cdn.tgdd.vn/Products/Images/44/327872/Kit/asus-fa507nur-r7-lp057w-note.jpg,AMD Ryzen 7 - 7435HS,8,16,3.10 GHz (Lên đến 4.50 GHz khi tải nặng),,,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",,,16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),4800 MHz,32 GB,"512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""",Full HD (1920 x 1080),IPS,144Hz,G-Sync | Chống chói Anti Glare | 250 nits,100% sRGB | 75.35% Adobe RGB | 72% NTSC,,"Jack tai nghe 3.5 mm | 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC) | 2 x USB 3.2 | HDMI | 1 x USB Type-C USB 4 (hỗ trợ DisplayPort) | LAN (RJ45)",Wi-Fi 6 (802.11ax) | Bluetooth 5.3,HD webcam,Đèn chuyển màu RGB - 1 vùng,,Hi-Res Audio | Dolby Atmos,Hãng không công bố,MUX Switch | NVIDIA Optimus | Độ bền chuẩn quân đội MIL STD 810H,,"4-cell Li-ion, 90 Wh",Windows 11 Home SL,2024,Dài 354 mm - Rộng 251 mm - Dày 24.9 mm - 2.2 kg,Vỏ nhựa,Asus,laptop
"Asus Gaming Vivobook K3605ZC - RP629W (i5 12500H, 16GB, 512GB, RTX 3050 4GB, WUXGA 144Hz, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328238/asus-vivobook-k3605zc-i5-rp629w-170225-112605-145-600x600.jpg,21590000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328238/asus-vivobook-k3605zc-i5-rp629w-glr-1-638624241501675739-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328238/asus-vivobook-k3605zc-i5-rp629w-glr-2-638624241525625573-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328238/asus-vivobook-k3605zc-i5-rp629w-glr-3-638624241568200918-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328238/asus-vivobook-k3605zc-i5-rp629w-glr-4-638624241578389218-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328238/asus-vivobook-k3605zc-i5-rp629w-glr-5-638624241588946317-750x500.jpg,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328238/Kit/asus-vivobook-k3605zc-i5-rp629w-note-638624242280223072.jpg,Intel Core i5 Alder Lake - 12500H,12,16,2.50 GHz (Lên đến 4.50 GHz khi tải nặng),,,"Card rời - NVIDIA GeForce RTX 3050, 4 GB",,,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,24 GB,512 GB SSD NVMe PCIe,"16""",WUXGA (1920 x 1200),,144Hz,Chống chói Anti Glare | LED Backlit | 300 nits,45% NTSC,,Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | 1 x USB Type C (chỉ hỗ trợ Power Delivery),Wi-Fi 6E (802.11ax) | Bluetooth 5.3,HD webcam,Đơn sắc - Màu trắng,Công tắc khoá camera,SonicMaster audio,Hãng không công bố,Lớp phủ ASUS Antimicrobial Guard | Độ bền chuẩn quân đội MIL STD 810H | Bản lề mở 180 độ,SD,"3-cell, 50Wh",Windows 11 Home SL,2024,Dài 358.6 mm - Rộng 249.1 mm - Dày 18.9 mm - 1.8 kg,Vỏ nhựa - nắp lưng bằng kim loại,Asus,laptop
"Asus Gaming Vivobook K3605VC - RP364W (i5 13420H, 16GB, 512GB, RTX 3050 4GB, WUXGA 144Hz, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338324/asus-k3605vc-i5-rp364w-thumb-638839519987207839-600x600.jpg,22090000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338324/asus-k3605vc-i5-rp364w-1-638839519559342746-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338324/asus-k3605vc-i5-rp364w-2-638839519553397726-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338324/asus-k3605vc-i5-rp364w-3-638839519547499896-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338324/asus-k3605vc-i5-rp364w-4-638839519541129220-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338324/asus-k3605vc-i5-rp364w-5-638839519613978836-750x500.jpg,,Intel Core i5 Raptor Lake - 13420H,8,12,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),,,"Card rời - NVIDIA GeForce RTX 3050, 4 GB",,,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,24 GB,512 GB SSD NVMe PCIe Gen 4.0,"16""",WUXGA (1920 x 1200),IPS,144Hz,Chống chói Anti Glare | LED Backlit | 300 nits,45% NTSC,,Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | 1 x USB Type-C (chỉ hỗ trợ Power Delivery),Wi-Fi 6E (802.11ax) | Bluetooth 5.3,HD webcam,Đơn sắc - Màu trắng,Công tắc khoá camera,SonicMaster audio,Hãng không công bố,Lớp phủ ASUS Antimicrobial Guard | Độ bền chuẩn quân đội MIL STD 810H | Bản lề mở 180 độ,SD,"3-cell, 50Wh",Windows 11 Home SL,2025,Dài 358.6 mm - Rộng 249.1 mm - Dày 18.9 mm - 1.8 kg,Vỏ nhựa - nắp lưng bằng kim loại,Asus,laptop
"Asus TUF Gaming F16 FX607VJ - RL034W (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, Full HD+ 144Hz, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339687/asus-tuf-gaming-f16-fx607vj-core-5-rl034w-638895762903744422-600x600.jpg,24590000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339687/asus-tuf-gaming-f16-fx607vj-core-5-rl034w-new-1-638874944073758068-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339687/asus-tuf-gaming-f16-fx607vj-core-5-rl034w-new-2-638874944035442503-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339687/asus-tuf-gaming-f16-fx607vj-core-5-rl034w-new-3-638874944081436793-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339687/asus-tuf-gaming-f16-fx607vj-core-5-rl034w-new-4-638874944106472813-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339687/asus-tuf-gaming-f16-fx607vj-core-5-rl034w-new-5-638874944060914345-750x500.jpg,,Intel Core 5 Raptor Lake - 210H,8,12,2.20 GHz (Lên đến 4.80 GHz khi tải nặng),,,"Card rời - NVIDIA GeForce RTX 3050, 6 GB",,,16 GB,DDR4 (1 khe 16 GB + 1 khe rời),3200 MHz,64 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""",Full HD+,IPS,144Hz,Thời gian phản hồi: 3 ms | Chống chói Anti Glare | 300 nits,45% NTSC,,Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | LAN (RJ45) | 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort),Wi-Fi 6 (802.11ax) | Bluetooth 5.3,HD webcam,Đèn chuyển màu RGB - 1 vùng,,Hi-Res Audio | Dolby Atmos,Hãng không công bố,,,"4-cell, 56Wh",Windows 11 Home SL,2025,Dài 354 mm - Rộng 251 mm - Dày 26.7 mm - 2.2 kg,Vỏ nhựa - nắp lưng bằng kim loại,Asus,laptop
"Asus Vivobook 15 X1502VA - BQ986WS (i7 13620H, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338318/asus-x1502va-i7-bq986ws-638900879461235815-600x600.jpg,17190000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338318/asus-x1502va-i7-bq986ws-1-638872384433131798-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338318/asus-x1502va-i7-bq986ws-2-638872384438908968-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338318/asus-x1502va-i7-bq986ws-new-3-638868871847020544-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338318/asus-x1502va-i7-bq986ws-4-638872384445331648-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338318/asus-x1502va-i7-bq986ws-5-638872384451153015-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338318/asus-x1502va-i7-bq986ws-30-638851669061260932-750x500.jpg,,Intel Core i7 Raptor Lake - 13620H,10,16,2.40 GHz (Lên đến 4.90 GHz khi tải nặng),,,Card tích hợp - Intel UHD Graphics,,,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,16 GB,512 GB SSD NVMe PCIe Gen 4.0,"15.6""",Full HD (1920 x 1080),IPS,60Hz,Chống chói Anti Glare | LED Backlit | 250 nits,45% NTSC,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | 1 x USB Type-C (chỉ hỗ trợ Power Delivery),Wi-Fi 6E (802.11ax) | Bluetooth 5.3,HD webcam,Không có đèn,Công tắc khoá camera,SonicMaster audio,Hãng không công bố,Độ bền chuẩn quân đội MIL STD 810H | Bản lề mở 180 độ,,"3-cell Li-ion, 42 Wh",Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,2025,Dài 359.7 mm - Rộng 232.5 mm - Dày 19.9 mm - 1.7 kg,Vỏ nhựa,Asus,laptop
"Asus TUF Gaming A15 FA506NFR - HN113W (R7 7435HS, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330162/asus-fa506nfr-r7-hn113w-170225-113243-035-600x600.jpg,17390000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330162/asus-fa506nfr-r7-hn113w-1-638627945918375570-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330162/asus-fa506nfr-r7-hn113w-2-638627945923786088-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330162/asus-fa506nfr-r7-hn113w-3-638627945930666282-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330162/asus-fa506nfr-r7-hn113w-4-638627945936241569-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330162/asus-fa506nfr-r7-hn113w-5-638627945944850339-750x500.jpg,,AMD Ryzen 7 - 7435HS,8,16,3.10 GHz (Lên đến 4.50 GHz khi tải nặng),,,"Card rời - NVIDIA GeForce RTX 2050, 4 GB",,,16 GB,DDR5 (1 khe 16 GB + 1 khe rời),4800 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",Full HD (1920 x 1080),IPS,144Hz,Chống chói Anti Glare | Adaptive-Sync | 250 nits,62.5% sRGB | 47.34% Adobe RGB | 45% NTSC,,Jack tai nghe 3.5 mm | 3 x USB 3.2 | HDMI | 1 x USB Type-C 3.2 (hỗ trợ DisplayPort) | LAN (RJ45),Wi-Fi 6 (802.11ax) | Bluetooth 5.3,HD webcam,Đèn chuyển màu RGB - 1 vùng,,Hi-Res Audio | DTS Audio,Hãng không công bố,Độ bền chuẩn quân đội MIL STD 810H,,"3-cell, 48Wh",Windows 11 Home SL,2024,Dài 359 mm - Rộng 256 mm - Dày 24.5 mm - 2.3 kg,Vỏ nhựa,Asus,laptop
"Asus Vivobook 15 OLED A1505VA - MA467W (i5 13500H, 16GB, 512GB, 2.8K OLED 120Hz, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328949/asus-vivobook-15-oled-a1505va-i5-ma467w-170225-112915-031-600x600.jpg,16690000.0,https://cdn.tgdd.vn/Products/Images/44/328949/asus-vivobook-15-oled-a1505va-i5-ma467w-1-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/328949/asus-vivobook-15-oled-a1505va-i5-ma467w-2-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/328949/asus-vivobook-15-oled-a1505va-i5-ma467w-3-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/328949/asus-vivobook-15-oled-a1505va-i5-ma467w-4-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/328949/asus-vivobook-15-oled-a1505va-i5-ma467w-5-750x500.jpg,,Intel Core i5 Raptor Lake - 13500H,12,16,2.60 GHz (Lên đến 4.70 GHz khi tải nặng),,,Card tích hợp - Intel Iris Xe Graphics,Hãng không công bố,,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,24 GB,512 GB SSD NVMe PCIe,"15.6""",2.8K (2880 x 1620) - OLED,OLED,120Hz,Thời gian phản hồi 0.2 ms | Màn hình bảo vệ mắt - EYE CARE | Chuẩn DisplayHDR True Black 600 | Low Blue Light | 600 nits (Khi bật HDR) | 1.07 tỷ màu,100% DCI-P3,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | 1 x USB Type-C (chỉ hỗ trợ Power Delivery),Wi-Fi 6E (802.11ax) | Bluetooth 5.3,HD webcam,Không có đèn,Công tắc khoá camera | Bảo mật vân tay,SonicMaster audio,Hãng không công bố,Lớp phủ ASUS Antimicrobial Guard | Độ bền chuẩn quân đội MIL STD 810H | Bản lề mở 180 độ,,"3-cell, 50Wh",Windows 11 Home SL,2024,Dài 356.8 mm - Rộng 227.6 mm - Dày 19.9 mm - 1.7 kg,Vỏ nhựa,Asus,laptop
"Asus Vivobook 15 X1504VA - BQ2225WS (i5 1334U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/336036/asus-vivobook-15-x1504va-i5-bq2225ws-thumb-638787552859411571-600x600.jpg,15190000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/336036/asus-vivobook-15-x1504va-i5-bq2225ws-1-638784543019147026-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/336036/asus-vivobook-15-x1504va-i5-bq2225ws-2-638784543013119829-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/336036/asus-vivobook-15-x1504va-i5-bq2225ws-3-638784543007540452-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/336036/asus-vivobook-15-x1504va-i5-bq2225ws-4-638784543001187330-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/336036/asus-vivobook-15-x1504va-i5-bq2225ws-5-638784542995872874-750x500.jpg,,Intel Core i5 Raptor Lake - 1334U,10,12,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),,,Card tích hợp - Intel Iris Xe Graphics,,,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,24 GB,512 GB SSD NVMe PCIe,"15.6""",Full HD (1920 x 1080),IPS,60Hz,Chống chói Anti Glare | LED Backlit | 250 nits,45% NTSC,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | USB Type-C,Wi-Fi 6E (802.11ax) | Bluetooth 5.3,HD webcam,Không có đèn,Công tắc khoá camera | Bảo mật vân tay,SonicMaster audio,Hãng không công bố,Lớp phủ ASUS Antimicrobial Guard | Độ bền chuẩn quân đội MIL STD 810H | Bản lề mở 180 độ,,"3-cell Li-ion, 42 Wh",Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,2025,Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm - 1.7 kg,Vỏ nhựa,Asus,laptop
"Asus Vivobook 16 X1605VA - MB1876WS (i5 13420H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334794/asus-vivobook-16-x1605va-i5-mb1876ws-160625-102211-696-600x600.jpg,15190000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334794/asus-vivobook-16-x1605va-i5-mb1876ws-new-1-638869887003364008-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334794/asus-vivobook-16-x1605va-i5-mb1876ws-new-2-638869887035269158-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334794/asus-vivobook-16-x1605va-i5-mb1876ws-new-3-638869887029314995-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334794/asus-vivobook-16-x1605va-i5-mb1876ws-new-4-638869886996771133-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334794/asus-vivobook-16-x1605va-i5-mb1876ws-new-5-638869887054205044-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334794/asus-vivobook-16-x1605va-i5-mb1876ws-new-6-638869887067193523-750x500.jpg,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334794/Kit/asus-vivobook-16-x1605va-i5-mb1876ws-note-638869887642679146.jpg,Intel Core i5 Raptor Lake - 13420H,8,12,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),,,Card tích hợp - Intel UHD Graphics,,,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,16 GB,512 GB SSD NVMe PCIe,"16""",WUXGA (1920 x 1200),IPS,60Hz,Chống chói Anti Glare | 300 nits,45% NTSC,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | 1 x USB Type C (hỗ trợ truyền dữ liệu và Power Delivery),Wi-Fi 6E (802.11ax) | Bluetooth 5.3,HD webcam,Không có đèn,Công tắc khoá camera,SonicMaster audio,Hãng không công bố,Lớp phủ ASUS Antimicrobial Guard | Độ bền chuẩn quân đội MIL STD 810H | Bản lề mở 180 độ,,"3-cell Li-ion, 42 Wh",Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,2025,Dài 358.7 mm - Rộng 249.5 mm - Dày 19.9 mm - 1.88 kg,Vỏ nhựa,Asus,laptop
"Asus Vivobook S16 S3607VA - RP055WS (i5 13420H, 16GB, 512GB, WUXGA 144Hz, OfficeH24+365, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338322/asus-s3607va-i5-rp055ws-638851479822036683-600x600.jpg,17990000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338322/asus-s3607va-i5-rp055ws-1-638839515258820304-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338322/asus-s3607va-i5-rp055ws-2-638839515252775331-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338322/asus-s3607va-i5-rp055ws-3-638839515247526700-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338322/asus-s3607va-i5-rp055ws-4-638839515270105169-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338322/asus-s3607va-i5-rp055ws-5-638839515235496579-750x500.jpg,,Intel Core i5 Raptor Lake - 13420H,8,12,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),,,Card tích hợp - Intel UHD Graphics,,,16 GB,DDR5 (1 khe 8 GB onboard + 1 khe 8 GB),4800 MHz,24 GB,512 GB SSD NVMe PCIe,"16""",WUXGA (1920 x 1200),IPS,144Hz,Chống chói Anti Glare | LED Backlit | 300 nits,45% NTSC,,Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | 2 x USB Type-C (Power Delivery and DisplayPort),Wi-Fi 6 (802.11ax) | Bluetooth 5.3,Full HD Webcam | Camera IR,Đơn sắc - Màu trắng,Công tắc khoá camera | Nhận diện khuôn mặt (FaceID),Dolby Atmos,Hãng không công bố,Độ bền chuẩn quân đội MIL STD 810H,,"4-cell Li-ion, 70 Wh",Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,2025,Dài 357 mm - Rộng 250.6 mm - Dày 18.7 mm - 1.8 kg,Vỏ kim loại - Nhôm,Asus,laptop
"Asus Vivobook 14 X1404ZA - NK376W (i5 1235U, 16GB, 512GB, Full HD, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/322270/asus-vivobook-x1404za-i5-nk376w-170225-104858-294-600x600.jpg,13690000.0,https://cdn.tgdd.vn/Products/Images/44/322270/asus-vivobook-x1404za-i5-nk376w-glr-1-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/322270/asus-vivobook-x1404za-i5-nk376w-glr-2-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/322270/asus-vivobook-x1404za-i5-nk376w-glr-3-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/322270/asus-vivobook-x1404za-i5-nk376w-glr-4-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/322270/asus-vivobook-x1404za-i5-nk376w-glr-5-750x500.jpg,https://cdn.tgdd.vn/Products/Images/44/322270/Kit/asus-vivobook-x1404za-i5-nk376w-glr-note.jpg,Intel Core i5 Alder Lake - 1235U,10,12,1.30 GHz (Lên đến 4.40 GHz khi tải nặng),,,Card tích hợp - Intel Iris Xe Graphics,,,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,16 GB,512 GB SSD NVMe PCIe,"14""",Full HD (1920 x 1080),,60Hz,Chống chói Anti Glare | LED Backlit | 250 nits,45% NTSC,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | USB Type-C,Wi-Fi 6E (802.11ax) | Bluetooth 5.3,HD webcam,Không có đèn,Công tắc khoá camera | Bảo mật vân tay,SonicMaster audio,Hãng không công bố,Độ bền chuẩn quân đội MIL STD 810H | Bản lề mở 180 độ,,"3-cell Li-ion, 42 Wh",Windows 11 Home SL,2024,Dài 324.9 mm - Rộng 213.9 mm - Dày 17.9 mm - 1.4 kg,Vỏ nhựa,Asus,laptop
